,id,name,colors,Category,Description,price,link
229,DN1819-638,NikeCourt Dri-FIT ADV Slam,Dark Beetroot/Light Arctic Pink/WhiteStyle,Men's Tennis Polo,"Rally to greatness in our innovative Slam Polo. The iconic tennis heroes of the past inspired us to reinvent the future, with a stretchy, breathable fabric that helps you perform at the highest levels of play. Your swing needs to be at its best, so we made sure the sleeve seams are moved forwards, keeping your arms free as you slice and smash for the win.",4 995,https://www.nike.com/in/t/nikecourt-dri-fit-adv-slam-tennis-polo-BKxSr6/DN1819-638
230,DM7834-010,Nike Yoga Therma-FIT,Black/Iron GreyStyle,Men's Trousers,"The Nike Yoga Pants are made from super-soft fleece for warmth and comfort. The tapered legs, elastic waistband and roomy gusset let you move freely and without distraction while you shift positions and poses.",3 095,https://www.nike.com/in/t/yoga-trousers-DnhWj5/DM7834-010
231,DN2244-580,Nike Dri-FIT ADV Vapor,Purple Pulse/Barely Grape/BlackStyle,Men's Engineered Golf Polo,"Let our Engineered Vapor Polo help keep you cool, focused and comfortable through your swing. We made this one with fabric from some of our favourite running and training gear, adding a breathable front and smooth feel—so you stay fresh as you stare down the course.",3 295,https://www.nike.com/in/t/dri-fit-adv-vapor-engineered-golf-polo-1wjTG8/DN2244-580
232,DH8057-010,Kevin Durant Nets,Black/Flat SilverStyle,Men's Nike Dri-FIT NBA Jersey,"Pay tribute to your favourite player and their skills on the hardwood in this MVP jersey. Wear their name and number with pride while celebrating the NBA's 75th anniversary with diamond-themed details. Lightweight, breathable fabric wicks sweat to help you stay dry and cool while you're repping this pro.",7 995,https://www.nike.com/in/t/kevin-durant-nets-dri-fit-nba-jersey-bxJchw/DH8057-010
233,DM6830-407,Nike Sportswear Sport Essentials,Dark Marina Blue/WhiteStyle,Men's Woven Lined Flow Shorts,"Whether you're running to the nearest food truck or diving into your favourite swimming hole, the Nike Sportswear Sport Essentials Lined Flow Shorts are a good idea. Lined for comfort, the smooth woven fabric is lightweight and lends itself to adventures of all kinds.",2 495,https://www.nike.com/in/t/sportswear-sport-essentials-woven-lined-flow-shorts-rG2mXP/DM6830-407
234,DV9387-010,Nike Dri-FIT Run Division,BlackStyle,Men's Running T-Shirt,"Bring some heat to the city streets in our Run Division Tee. Throw it on before your miles and feel the difference with its sweat-wicking, soft cotton-blend fabric.",2 195,https://www.nike.com/in/t/dri-fit-run-division-running-t-shirt-qPVWR1/DV9387-010
235,DR5736-437,Nike ACG,Thunder Blue/Midnight Navy/Black/Summit WhiteStyle,Men's Print Trail Shorts,"Built to sustain the journey from the trailhead to your destination and then some, these trail shorts pack a lot of function into a lightweight, do-it-all solution. Woven fabric is soft, stretchy and water-repellent. They're also equipped with lightweight webbing and zip utility pockets for your trail essentials, making these your go-to trail shorts when you start itching to get outdoors.",3 395,https://www.nike.com/in/t/acg-print-trail-shorts-8dfG89/DR5736-437
236,DN2985-010,Nike Dri-FIT,BlackStyle,Men's Basketball T-Shirt,"Start your day off right in the Nike Dri-FIT T-Shirt. It's soft and lightweight, with sweat-wicking technology to help you stay comfortable.",1 595,https://www.nike.com/in/t/dri-fit-basketball-t-shirt-hDKW1D/DN2985-010
237,DQ4767-068,Nike Stride D.Y.E.,Iron Grey/Peach CreamStyle,Men's 18cm (approx.) Running Shorts,"Built for unrestricted movement, these lightweight Stride Shorts help keep your momentum going with an all-over neuron print tracing the pathways in your brain that release endorphins as the miles tick by. It's a celebration of you and the joy of the run.",3 395,https://www.nike.com/in/t/stride-dye-18cm-running-shorts-fnq25T/DQ4767-068
238,DQ4800-638,Nike Dri-FIT,Dark Beetroot/Black/BlackStyle,"Men's 9"" (23cm approx.) Woven Graphic Fitness Shorts","Push through your limit during high-intensity training with these Dri-FIT Shorts. Flexible fabric stretches with your every move, letting you lift, pull and push freely. A modernised Swoosh graphic gets you mentally ready to take your workout to new horizons.",2 195,https://www.nike.com/in/t/dri-fit-9-woven-graphic-fitness-shorts-qgtX3W/DQ4800-638
239,DV9723-010,LeBron,BlackStyle,Men's Long-Sleeve Basketball T-Shirt,"Strive for greatness—and comfort—in this long-sleeve tee. It feels smooth, like an old favourite, with a roomy feel that won't get in your way.",2 495,https://www.nike.com/in/t/lebron-long-sleeve-basketball-t-shirt-f3Nbtt/DV9723-010
240,CJ7838-804,Nike AeroSwift,Orange/Ghost GreenStyle,Men's 5cm (approx.) Running Shorts,"The Nike AeroSwift Shorts keep you ready for your race.Lightweight and breathable, they have a convenient pocket for smaller items. This product is made from at least 75% recycled polyester fibres.",3 695,https://www.nike.com/in/t/aeroswift-5cm-running-shorts-5bdgzt/CJ7838-804
241,DQ6678-369,Nike Dri-FIT D.Y.E.,Light Menta/Dynamic BerryStyle,Men's Knit Training Shorts,"Get your workout going and your neurons firing in these sweat-wicking shorts. We made these to help you get the most out of your reps with soft, breathable fabric. That graphic you see is based off your brain's reaction to exercise and the joy it releases with every step, push and lunge.",2 495,https://www.nike.com/in/t/dri-fit-dye-knit-training-shorts-W6zCs3/DQ6678-369
242,DN0731-100,FFF 2022/23 Stadium Home,White/White/Metallic GoldStyle,Men's Nike Dri-FIT Football Shorts,"Like other shorts from our Stadium collection, these pair replica design details with sweat-wicking fabric to give you a match-ready look inspired by your favourite team.",2 495,https://www.nike.com/in/t/fff-2022-23-stadium-home-dri-fit-football-shorts-NShFBN/DN0731-100
243,DJ8589-101,Paris Saint-Germain Strike,White/Midnight Navy/University Red/Midnight NavyStyle,Men's Nike Dri-FIT Short-Sleeve Football Top,"The Paris Saint-Germain Strike Top has design details specifically tailored for football's rising stars. A slim, streamlined fit ensures that nothing comes between you and the ball, and sweat-wicking fabric helps keep you cool and composed while fine-tuning your skills. This product is made from 100% recycled polyester fibres.",2 495,https://www.nike.com/in/t/paris-saint-germain-strike-dri-fit-short-sleeve-football-top-FbJZFk/DJ8589-101
244,DX0980-010,Nike Dri-FIT,BlackStyle,Men's Fitness T-Shirt,Bring the heat in this sweat-wicking tee with a relaxed feel that won't bunch up when you hit your reps.,1 795,https://www.nike.com/in/t/dri-fit-fitness-t-shirt-2hPWmd/DX0980-010
245,DV9380-113,Nike Dri-FIT,Coconut MilkStyle,Men's Trail Running T-Shirt,"Your off-road adventure gets a little more comfortable with this relaxed and soft tee. The fabric wicks sweat, so the top won't cling to you when your trail run heats up.",2 495,https://www.nike.com/in/t/dri-fit-trail-running-t-shirt-KtnDGS/DV9380-113
246,DN2014-419,New Orleans Pelicans Icon Edition 2022/23,College NavyStyle,Nike Dri-FIT NBA Swingman Jersey,"Every team has its true colours, an unmistakable identity that sets it apart from the rest of the league. Honouring a rich hoops heritage, this New Orleans Pelicans jersey is inspired by what the pros wear on the hardwood, from squad details to lightweight, sweat-wicking mesh. It helps keep you dry and cool on or off the court while you rep your favourite player and the game you love.",5 995,https://www.nike.com/in/t/new-orleans-pelicans-icon-edition-2022-23-dri-fit-nba-swingman-jersey-rjf3d0/DN2014-419
247,DN5190-657,Nike Sportswear,University RedStyle,Men's T-Shirt,"The Nike Sportswear T-Shirt is made from our everyday cotton and has a classic fit for a smooth, familiar feel. Printed graphics on the chest and back bring new life to the Futura logo.",1 795,https://www.nike.com/in/t/sportswear-t-shirt-xL1Jbh/DN5190-657
248,DA3589-010,Nike Spark Lightweight,BlackStyle,No-Show Running Socks,"The Nike Spark Lightweight Socks have a thin design with sweat-wicking technology and mesh fabric for a dry and cool experience. Extra yarn in the footbed and ankle provides subtle cushioning, giving you soft support with every step. Reflective design elements are placed in key areas, making this sock stand out from previous versions.",895,https://www.nike.com/in/t/spark-lightweight-no-show-running-socks-898G3H/DA3589-010
249,DQ5655-133,Nike Dri-FIT Giannis,Sail/Sail/Moon FossilStyle,Men's Basketball Jersey,"With freakish abilities and a championship mindset, Giannis brings an otherworldly skill set to the basketball court. Celebrate the MVP in this embossed mesh jersey. It feels soft and breathable, with sweat-wicking technology so you stay comfortable on the court and beyond.",3 195,https://www.nike.com/in/t/dri-fit-giannis-basketball-jersey-Vv2wF6/DQ5655-133
250,DM5282-365,Nike Sportswear,MalachiteStyle,Men's Lined Woven Shorts,"The Nike Sportswear Shorts elevate a warm-weather staple with water-resistant seersucker. Lined with mesh, the lightweight fabric helps you stay cool and dry no matter what weather.",3 795,https://www.nike.com/in/t/sportswear-lined-woven-shorts-TQwn96/DM5282-365
251,DQ7509-206,Jordan Essentials,Rattan/WhiteStyle,Men's Woven Trousers,"Get moving in trousers that flex with you. This relaxed pair is made from lightweight, stretch-woven fabric textured with suede-like softness.",3 695,https://www.nike.com/in/t/jordan-essentials-woven-trousers-2NkzfV/DQ7509-206
252,CZ9180-010,Nike Dri-FIT Rise 365,BlackStyle,Men's Running Tank,"A lightweight favourite returns with more breathability. The Nike Dri-FIT 365 Top is made using runner-informed data for cooling in areas where you need it. It has the same soft feel you've come to expect, with design details that nod to the iconic Nike chevron. This product is made from 100% recycled polyester fibres.",2 495,https://www.nike.com/in/t/dri-fit-rise-365-running-tank-pr7gXM/CZ9180-010
253,DN1819-638,NikeCourt Dri-FIT ADV Slam,Dark Beetroot/Light Arctic Pink/WhiteStyle,Men's Tennis Polo,"Rally to greatness in our innovative Slam Polo. The iconic tennis heroes of the past inspired us to reinvent the future, with a stretchy, breathable fabric that helps you perform at the highest levels of play. Your swing needs to be at its best, so we made sure the sleeve seams are moved forwards, keeping your arms free as you slice and smash for the win.",4 995,https://www.nike.com/in/t/nikecourt-dri-fit-adv-slam-tennis-polo-BKxSr6/DN1819-638
254,DM7834-010,Nike Yoga Therma-FIT,Black/Iron GreyStyle,Men's Trousers,"The Nike Yoga Pants are made from super-soft fleece for warmth and comfort. The tapered legs, elastic waistband and roomy gusset let you move freely and without distraction while you shift positions and poses.",3 095,https://www.nike.com/in/t/yoga-trousers-DnhWj5/DM7834-010
255,DN2244-580,Nike Dri-FIT ADV Vapor,Purple Pulse/Barely Grape/BlackStyle,Men's Engineered Golf Polo,"Let our Engineered Vapor Polo help keep you cool, focused and comfortable through your swing. We made this one with fabric from some of our favourite running and training gear, adding a breathable front and smooth feel—so you stay fresh as you stare down the course.",3 295,https://www.nike.com/in/t/dri-fit-adv-vapor-engineered-golf-polo-1wjTG8/DN2244-580
256,DH8057-010,Kevin Durant Nets,Black/Flat SilverStyle,Men's Nike Dri-FIT NBA Jersey,"Pay tribute to your favourite player and their skills on the hardwood in this MVP jersey. Wear their name and number with pride while celebrating the NBA's 75th anniversary with diamond-themed details. Lightweight, breathable fabric wicks sweat to help you stay dry and cool while you're repping this pro.",7 995,https://www.nike.com/in/t/kevin-durant-nets-dri-fit-nba-jersey-bxJchw/DH8057-010
257,DM6830-407,Nike Sportswear Sport Essentials,Dark Marina Blue/WhiteStyle,Men's Woven Lined Flow Shorts,"Whether you're running to the nearest food truck or diving into your favourite swimming hole, the Nike Sportswear Sport Essentials Lined Flow Shorts are a good idea. Lined for comfort, the smooth woven fabric is lightweight and lends itself to adventures of all kinds.",2 495,https://www.nike.com/in/t/sportswear-sport-essentials-woven-lined-flow-shorts-rG2mXP/DM6830-407
258,DV9387-010,Nike Dri-FIT Run Division,BlackStyle,Men's Running T-Shirt,"Bring some heat to the city streets in our Run Division Tee. Throw it on before your miles and feel the difference with its sweat-wicking, soft cotton-blend fabric.",2 195,https://www.nike.com/in/t/dri-fit-run-division-running-t-shirt-qPVWR1/DV9387-010
259,DR5736-437,Nike ACG,Thunder Blue/Midnight Navy/Black/Summit WhiteStyle,Men's Print Trail Shorts,"Built to sustain the journey from the trailhead to your destination and then some, these trail shorts pack a lot of function into a lightweight, do-it-all solution. Woven fabric is soft, stretchy and water-repellent. They're also equipped with lightweight webbing and zip utility pockets for your trail essentials, making these your go-to trail shorts when you start itching to get outdoors.",3 395,https://www.nike.com/in/t/acg-print-trail-shorts-8dfG89/DR5736-437
260,DN2985-010,Nike Dri-FIT,BlackStyle,Men's Basketball T-Shirt,"Start your day off right in the Nike Dri-FIT T-Shirt. It's soft and lightweight, with sweat-wicking technology to help you stay comfortable.",1 595,https://www.nike.com/in/t/dri-fit-basketball-t-shirt-hDKW1D/DN2985-010
261,DQ4767-068,Nike Stride D.Y.E.,Iron Grey/Peach CreamStyle,Men's 18cm (approx.) Running Shorts,"Built for unrestricted movement, these lightweight Stride Shorts help keep your momentum going with an all-over neuron print tracing the pathways in your brain that release endorphins as the miles tick by. It's a celebration of you and the joy of the run.",3 395,https://www.nike.com/in/t/stride-dye-18cm-running-shorts-fnq25T/DQ4767-068
262,DQ4800-638,Nike Dri-FIT,Dark Beetroot/Black/BlackStyle,"Men's 9"" (23cm approx.) Woven Graphic Fitness Shorts","Push through your limit during high-intensity training with these Dri-FIT Shorts. Flexible fabric stretches with your every move, letting you lift, pull and push freely. A modernised Swoosh graphic gets you mentally ready to take your workout to new horizons.",2 195,https://www.nike.com/in/t/dri-fit-9-woven-graphic-fitness-shorts-qgtX3W/DQ4800-638
263,DV9723-010,LeBron,BlackStyle,Men's Long-Sleeve Basketball T-Shirt,"Strive for greatness—and comfort—in this long-sleeve tee. It feels smooth, like an old favourite, with a roomy feel that won't get in your way.",2 495,https://www.nike.com/in/t/lebron-long-sleeve-basketball-t-shirt-f3Nbtt/DV9723-010
264,DM6338-113,Nike Air,Coconut MilkStyle,Men's T-Shirt,"The Nike Sportswear T-Shirt is made from our everyday cotton and has a classic fit for a smooth, familiar feel. Printed graphics on the front and back combine logos new and classic for a fresh look ready to pair with your favourite sneakers.",1 795,https://www.nike.com/in/t/air-t-shirt-wMwbhK/DM6338-113
265,DQ4222-010,Nike Air,Black/WhiteStyle,Men's Poly-Knit Jacket,"The Nike Air collection pays tribute to the legendary sneakers that helped shape the Swoosh brand over the decades. This knit jacket gives you a full-zip, Air-infused top to pair up with your favourite sneakers and hit the city looking fresh.",5 495,https://www.nike.com/in/t/air-poly-knit-jacket-Z91MFh/DQ4222-010
266,FD0624-091,Rui,Sea GlassStyle,Men's T-Shirt,"Rep Rui Hachimura, the first-ever Japanese player to be picked in Round 1 of the NBA Draft. With stylised graphics printed on a classic soft tee, who's to say you wont wear this every day?",1 795,https://www.nike.com/in/t/rui-t-shirt-JRzjst/FD0624-091
267,DQ6288-494,Nike SB,Worn Blue/WhiteStyle,Woven Skate Long-Sleeve Button Down,"Made from a soft mid-weight cotton and with reinforced stitching, this woven top is durable enough for daily riding and comfortable enough to wear anywhere. The soft fabric feels smooth against your skin, yet structured enough to withstand the woes of learning and earning that new trick.",4 995,https://www.nike.com/in/t/sb-woven-skate-long-sleeve-button-down-VV6rM1/DQ6288-494
268,DN9130-010,Brooklyn Nets Courtside,Black/White/BlackStyle,Men's Nike Dri-FIT NBA Shorts,"Take the court in the breathable comfort of these lightweight Brooklyn Nets shorts. With squad colours and logo details on a loose-fitting design, they show your team allegiance while letting you move freely as you score baskets.",2 895,https://www.nike.com/in/t/brooklyn-nets-courtside-dri-fit-nba-shorts-46xDQ8/DN9130-010
269,DX1010-010,Nike Air,BlackStyle,Men's Long-Sleeve T-Shirt,"Made from our mid-weight cotton in a relaxed fit for casual, everyday wear, this long-sleeve has printed graphics on the left side of the chest and the sleeve that give a nod to the iconic Nike Air franchise.",2 495,https://www.nike.com/in/t/air-long-sleeve-t-shirt-M9GRd0/DX1010-010
270,CJ7841-804,Nike AeroSwift,Orange/Ghost GreenStyle,"Men's 4""/10cm Running Shorts",The Nike AeroSwift Shorts keep you ready for your race with a lightweight design.Sweat-wicking technology and a ventilated waistband help keep you dry and cool on the go.This product is made from at least 75% recycled polyester fibres.,3 695,https://www.nike.com/in/t/aeroswift-4-running-shorts-zxb5KJ/CJ7841-804
271,DQ5000-341,Nike Sportswear,Gorge Green/WhiteStyle,Men's Mesh Shorts,"These mesh shorts celebrate classic above-the-knee basketball shorts with twill-taped trims and double-stitched details, nodding to the ankle breakers and shot makers from back in the day. This timeless crossover keeps your game fresh, no matter where you take it.",3 695,https://www.nike.com/in/t/sportswear-mesh-shorts-4v8glb/DQ5000-341
272,DQ1052-100,Nike Sportswear,WhiteStyle,Men's T-Shirt,"Thanks to its lightweight cotton fabric and classic fit, the Nike Sportswear T-Shirt is as easy to love as fresh produce and sneakers.",1 795,https://www.nike.com/in/t/sportswear-t-shirt-Bmq2G6/DQ1052-100
273,DM4756-480,Nike Dri-FIT Stride,Game Royal/BlackStyle,Men's 13cm (approx.) Brief-Lined Running Shorts,"Flex your speed, embrace the momentum. The Nike Dri-FIT Stride Shorts have a lightweight feel—made from at least 75% recycled polyester fibres—designed for unrestricted movement. They're smooth to the touch, with extra breathability at the upper back. Need to take a phone along? We've got a pocket at the back geared just for your device.",2 895,https://www.nike.com/in/t/dri-fit-stride-13cm-brief-lined-running-shorts-6zTzxr/DM4756-480
274,DQ6130-446,LeBron,Laser Blue/Heather/Deep Royal BlueStyle,Men's Pullover Hoodie,"LeBron's motto is ""Strive for Greatness"" and this soft fleece hoodie invites you to bring that message with you wherever you go. It's built with an extra roomy fit for dependable warmth, while graphics on the back celebrate The King's illustrious career that's still going strong.",5 495,https://www.nike.com/in/t/lebron-pullover-hoodie-KVKgxM/DQ6130-446
275,DO7391-100,Nike Sportswear Premium Essentials,White/WhiteStyle,Men's Long-Sleeve T-Shirt,"The Nike Sportswear Long-Sleeve T-Shirt has a loose fit for a carefree, comfortable look. Its heavyweight organic cotton fabric feels thick and soft. A subtle Futura logo at the centre of the front of the T-Shirt offers a signature Nike look while a set-on collar ensures a clean, comfortable fit. This product is made from at least 75% organic cotton fibres.",2 695,https://www.nike.com/in/t/sportswear-essentials-long-sleeve-t-shirt-HVdNRM/DO7391-100
276,DM5286-407,Nike Sportswear,Dark Marina BlueStyle,Men's Lined Woven Jacket,"Clean lines and an oversized fit make the Nike Sportswear Jacket an invaluable styling piece. Made from water-resistant seersucker, it's a lightweight layer you can count on to keep you dry in unexpected showers and looking your best in the sunshine.",6 495,https://www.nike.com/in/t/sportswear-lined-woven-jacket-dQWdpc/DM5286-407
277,DQ6146-455,LeBron,Deep Royal Blue/Heather/Laser BlueStyle,Men's Fleece Trousers,"Time to take on the cool with the warm feel of our LeBron Trousers. We're celebrating 20 years of LeBron on the court, with chess and time piece graphics honouring his mind for the game and his battle to keep his body pristine through the rigours of age. Those embroidered graphics are over a heavyweight fleece feel that'll help keep you comfortable in cold conditions.",4 295,https://www.nike.com/in/t/lebron-fleece-trousers-1gw37r/DQ6146-455
278,DN2009-728,Los Angeles Lakers Icon Edition 2022/23,AmarilloStyle,Nike Dri-FIT NBA Swingman Jersey,"Every team has its true colours, an unmistakable identity that sets it apart from the rest of the league. Honouring a rich hoops heritage, this Los Angeles Lakers jersey is inspired by what the pros wear on the hardwood, from squad details to lightweight, sweat-wicking mesh. It helps keep you dry and cool on or off the court while you rep your favourite player and the game you love.",5 995,https://www.nike.com/in/t/los-angeles-lakers-icon-edition-2022-23-dri-fit-nba-swingman-jersey-SVQpm7/DN2009-728
279,DX4188-010,Portugal,BlackStyle,Men's Player T-Shirt,"Show your love for your favourite pro and national team in this Portugal tee. Made from soft cotton in a relaxed fit, it puts your pride on bold display.",1 795,https://www.nike.com/in/t/portugal-player-t-shirt-NRC48b/DX4188-010
280,DH6170-902,Nike Everyday Essential,Multi-ColourStyle,Crew Socks,"Oh-so-fly and comfy, the Nike Everyday Essential Crew Socks have a clean, classic look. Contrast stripes and an Air logo add a pop of colour you can pair with your shoes. This product is made from at least 75% recycled polyester fibres.",1 095,https://www.nike.com/in/t/everyday-essential-crew-socks-VKXr4t/DH6170-902
281,CV1924-657,Nike Dri-FIT Rival,University Red/White/Black/University RedStyle,Men's Basketball Shorts,"The Nike Dri-FIT Rival Shorts are straight-up equipment for your game—lightweight, breathable and sweat-wicking.The shorts are loose around the body and fit securely at the waist.",1 595,https://www.nike.com/in/t/dri-fit-rival-basketball-shorts-XX43K9/CV1924-657
282,DV1433-612,Jordan Brand Festive,Fire RedStyle,Men's T-Shirt,"Give the gift of Jordan this season. This tee is soft, relaxed and serves festive vibes with a touch of classic check.",1 795,https://www.nike.com/in/t/jordan-brand-festive-t-shirt-x0kbHn/DV1433-612
283,CW6102-010,Nike Dri-FIT Academy,Black/White/White/WhiteStyle,Men's Short-Sleeve Football Top,"Elevate your everyday training in the Nike Dri-FIT Academy Top. The smooth, stretchy fabric moves sweat off your skin, while mesh panels keep you cool so you can focus on playing your best. This product is made from 100% recycled polyester fibres.",995,https://www.nike.com/in/t/dri-fit-academy-short-sleeve-football-top-t5jrmL/CW6102-010
284,DO6599-010,Jordan x Zion,BlackStyle,Men's Trousers,"One of Zion's favourite ways to spend his downtime is watching anime, and you can rep his fandom with this collab. These trousers combine the utility and style of streetwear with performance materials for a versatile 'fit that looks and feels great anywhere. This product is made from at least 50% recycled polyester fibres.",5 495,https://www.nike.com/in/t/jordan-zion-trousers-NZ92nR/DO6599-010
285,DC7818-010,Nike SB,Black/WhiteStyle,Logo Skate T-Shirt,"Made from soft jersey fabric, the Nike SB T-Shirt is a skate staple that features a classic logo on the chest.",1 595,https://www.nike.com/in/t/sb-logo-skate-t-shirt-LBBxZV/DC7818-010
286,DX0964-369,Nike Dri-FIT D.Y.E.,Light MentaStyle,Men's Fitness T-Shirt,"We made this tee to celebrate that feeling of euphoria you get after a good workout. Those graphics you see are your brain on exercise, where firing neurons elevate your mood.",2 195,https://www.nike.com/in/t/dri-fit-dye-fitness-t-shirt-bTFrH4/DX0964-369
287,DH7627-100,France Swoosh,WhiteStyle,Men's Nike T-Shirt,"Support the national team in the France Swoosh T-Shirt. Proud graphics on soft knit fabric let you represent your chosen squad in comfort, whether you're cheering from the stadium or connecting with fellow fans on the street.",1 595,https://www.nike.com/in/t/france-swoosh-t-shirt-2DRsCR/DH7627-100
288,DM6338-113,Nike Air,Coconut MilkStyle,Men's T-Shirt,"The Nike Sportswear T-Shirt is made from our everyday cotton and has a classic fit for a smooth, familiar feel. Printed graphics on the front and back combine logos new and classic for a fresh look ready to pair with your favourite sneakers.",1 795,https://www.nike.com/in/t/air-t-shirt-wMwbhK/DM6338-113
289,DQ4222-010,Nike Air,Black/WhiteStyle,Men's Poly-Knit Jacket,"The Nike Air collection pays tribute to the legendary sneakers that helped shape the Swoosh brand over the decades. This knit jacket gives you a full-zip, Air-infused top to pair up with your favourite sneakers and hit the city looking fresh.",5 495,https://www.nike.com/in/t/air-poly-knit-jacket-Z91MFh/DQ4222-010
290,FD0624-091,Rui,Sea GlassStyle,Men's T-Shirt,"Rep Rui Hachimura, the first-ever Japanese player to be picked in Round 1 of the NBA Draft. With stylised graphics printed on a classic soft tee, who's to say you wont wear this every day?",1 795,https://www.nike.com/in/t/rui-t-shirt-JRzjst/FD0624-091
291,DQ6288-494,Nike SB,Worn Blue/WhiteStyle,Woven Skate Long-Sleeve Button Down,"Made from a soft mid-weight cotton and with reinforced stitching, this woven top is durable enough for daily riding and comfortable enough to wear anywhere. The soft fabric feels smooth against your skin, yet structured enough to withstand the woes of learning and earning that new trick.",4 995,https://www.nike.com/in/t/sb-woven-skate-long-sleeve-button-down-VV6rM1/DQ6288-494
292,DN9130-010,Brooklyn Nets Courtside,Black/White/BlackStyle,Men's Nike Dri-FIT NBA Shorts,"Take the court in the breathable comfort of these lightweight Brooklyn Nets shorts. With squad colours and logo details on a loose-fitting design, they show your team allegiance while letting you move freely as you score baskets.",2 895,https://www.nike.com/in/t/brooklyn-nets-courtside-dri-fit-nba-shorts-46xDQ8/DN9130-010
293,DX1010-010,Nike Air,BlackStyle,Men's Long-Sleeve T-Shirt,"Made from our mid-weight cotton in a relaxed fit for casual, everyday wear, this long-sleeve has printed graphics on the left side of the chest and the sleeve that give a nod to the iconic Nike Air franchise.",2 495,https://www.nike.com/in/t/air-long-sleeve-t-shirt-M9GRd0/DX1010-010
294,CJ7841-804,Nike AeroSwift,Orange/Ghost GreenStyle,"Men's 4""/10cm Running Shorts",The Nike AeroSwift Shorts keep you ready for your race with a lightweight design.Sweat-wicking technology and a ventilated waistband help keep you dry and cool on the go.This product is made from at least 75% recycled polyester fibres.,3 695,https://www.nike.com/in/t/aeroswift-4-running-shorts-zxb5KJ/CJ7841-804
295,DQ5000-341,Nike Sportswear,Gorge Green/WhiteStyle,Men's Mesh Shorts,"These mesh shorts celebrate classic above-the-knee basketball shorts with twill-taped trims and double-stitched details, nodding to the ankle breakers and shot makers from back in the day. This timeless crossover keeps your game fresh, no matter where you take it.",3 695,https://www.nike.com/in/t/sportswear-mesh-shorts-4v8glb/DQ5000-341
296,DQ1052-100,Nike Sportswear,WhiteStyle,Men's T-Shirt,"Thanks to its lightweight cotton fabric and classic fit, the Nike Sportswear T-Shirt is as easy to love as fresh produce and sneakers.",1 795,https://www.nike.com/in/t/sportswear-t-shirt-Bmq2G6/DQ1052-100
297,DM4756-480,Nike Dri-FIT Stride,Game Royal/BlackStyle,Men's 13cm (approx.) Brief-Lined Running Shorts,"Flex your speed, embrace the momentum. The Nike Dri-FIT Stride Shorts have a lightweight feel—made from at least 75% recycled polyester fibres—designed for unrestricted movement. They're smooth to the touch, with extra breathability at the upper back. Need to take a phone along? We've got a pocket at the back geared just for your device.",2 895,https://www.nike.com/in/t/dri-fit-stride-13cm-brief-lined-running-shorts-6zTzxr/DM4756-480
298,DQ6130-446,LeBron,Laser Blue/Heather/Deep Royal BlueStyle,Men's Pullover Hoodie,"LeBron's motto is ""Strive for Greatness"" and this soft fleece hoodie invites you to bring that message with you wherever you go. It's built with an extra roomy fit for dependable warmth, while graphics on the back celebrate The King's illustrious career that's still going strong.",5 495,https://www.nike.com/in/t/lebron-pullover-hoodie-KVKgxM/DQ6130-446
299,DO7391-100,Nike Sportswear Premium Essentials,White/WhiteStyle,Men's Long-Sleeve T-Shirt,"The Nike Sportswear Long-Sleeve T-Shirt has a loose fit for a carefree, comfortable look. Its heavyweight organic cotton fabric feels thick and soft. A subtle Futura logo at the centre of the front of the T-Shirt offers a signature Nike look while a set-on collar ensures a clean, comfortable fit. This product is made from at least 75% organic cotton fibres.",2 695,https://www.nike.com/in/t/sportswear-essentials-long-sleeve-t-shirt-HVdNRM/DO7391-100
300,DM5286-407,Nike Sportswear,Dark Marina BlueStyle,Men's Lined Woven Jacket,"Clean lines and an oversized fit make the Nike Sportswear Jacket an invaluable styling piece. Made from water-resistant seersucker, it's a lightweight layer you can count on to keep you dry in unexpected showers and looking your best in the sunshine.",6 495,https://www.nike.com/in/t/sportswear-lined-woven-jacket-dQWdpc/DM5286-407
301,DQ6146-455,LeBron,Deep Royal Blue/Heather/Laser BlueStyle,Men's Fleece Trousers,"Time to take on the cool with the warm feel of our LeBron Trousers. We're celebrating 20 years of LeBron on the court, with chess and time piece graphics honouring his mind for the game and his battle to keep his body pristine through the rigours of age. Those embroidered graphics are over a heavyweight fleece feel that'll help keep you comfortable in cold conditions.",4 295,https://www.nike.com/in/t/lebron-fleece-trousers-1gw37r/DQ6146-455
302,DN2009-728,Los Angeles Lakers Icon Edition 2022/23,AmarilloStyle,Nike Dri-FIT NBA Swingman Jersey,"Every team has its true colours, an unmistakable identity that sets it apart from the rest of the league. Honouring a rich hoops heritage, this Los Angeles Lakers jersey is inspired by what the pros wear on the hardwood, from squad details to lightweight, sweat-wicking mesh. It helps keep you dry and cool on or off the court while you rep your favourite player and the game you love.",5 995,https://www.nike.com/in/t/los-angeles-lakers-icon-edition-2022-23-dri-fit-nba-swingman-jersey-SVQpm7/DN2009-728
303,DX4188-010,Portugal,BlackStyle,Men's Player T-Shirt,"Show your love for your favourite pro and national team in this Portugal tee. Made from soft cotton in a relaxed fit, it puts your pride on bold display.",1 795,https://www.nike.com/in/t/portugal-player-t-shirt-NRC48b/DX4188-010
