,id,name,colors,Category,Description,price,link
116,DQ4206-217,Nike Sportswear Air,Oxen Brown/BlackStyle,Men's French Terry Crew,The Nike Air collection celebrates the legendary sneakers that helped shape the Swoosh brand over the decades. This French terry crew is made from heavy fleece fabric for soft warmth and comfort that lasts. A Nike Air rubber graphic printed on the chest and cover-stitch piping down the seams elevate the finish.,4 495,https://www.nike.com/in/t/sportswear-air-french-terry-crew-QWbgkk/DQ4206-217
117,DV9710-334,Nike,AlligatorStyle,Men's Basketball T-Shirt,"Take your best shot with the soft feel of this relaxed tee. We looked to the '90s for inspiration, coming back with a graphic that nods to the music legends of the era.",2 495,https://www.nike.com/in/t/basketball-t-shirt-cTrDHs/DV9710-334
118,DH9075-010,Jordan Sport Dri-FIT,Black/Black/White/WhiteStyle,Men's Diamond Shorts,"Bring street style and Jordan heritage to the court. These lightweight shorts are made from breathable mesh in a classic, relaxed silhouette. With sweat-wicking Dri-FIT Technology and the iconic Diamond design, they'll keep you looking and feeling fresh all day.",2 395,https://www.nike.com/in/t/jordan-sport-dri-fit-diamond-shorts-XF3JZ5/DH9075-010
119,DR6322-504,Los Angeles Lakers Courtside Max 90,Field PurpleStyle,Men's Nike NBA T-Shirt,"Show your hoops allegiance in this loose-fitting Los Angeles Lakers T-shirt. Soft knit fabric with a proud team print front and centre lets everyone know who your squad is, whether you're courtside or streetside.",2 195,https://www.nike.com/in/t/los-angeles-lakers-courtside-max-90-nba-t-shirt-3fzCbT/DR6322-504
120,DQ4727-242,Nike Challenger,Hazel Rush/Hazel RushStyle,Men's 18cm (approx.) Brief-Lined Camo Running Shorts,"Stretch your legs on the road to a better you. Our Challenger Shorts keep you moving freely and feeling good with soft, breathable fabric. For these, we added an all-over, brushed DPM (disruptive pattern material) camo print inspired by gear worn by the British Armed Forces from the 1960s to 2016.",2 495,https://www.nike.com/in/t/challenger-18cm-brief-lined-camo-running-shorts-6Kp3Pl/DQ4727-242
121,DZ7267-638,Nike SB,Dark Beetroot/White/SesameStyle,Men's Long-Sleeve Top,"Inspired by vintage rugby polos, this long-sleeve layer transforms a timeless silhouette into a comfortable everyday staple. A fold-down collar and 3-button placket add a classic element while collegiate-inspired branding brings a touch of sporty style. What will you pair it with?",3 695,https://www.nike.com/in/t/sb-long-sleeve-top-7x0fSW/DZ7267-638
122,DQ7317-050,Nike SB,Grey Heather/WhiteStyle,Fleece Skate Hoodie,Stay warm and look your best in this premium skate hoodie. Dropped shoulders and a roomy fit let you layer up and flow freely on and off your board. An embroidered Nike script graphic on the chest cleans up the finish.,5 495,https://www.nike.com/in/t/sb-fleece-skate-hoodie-1zd2hq/DQ7317-050
123,DQ5827-010,Nike Dri-FIT Starting 5,Black/Dark Smoke Grey/White/WhiteStyle,Men's 28cm (approx.) Basketball Shorts,"Our Starting 5 Shorts are a nod to 40 years of Nike Force bringing high-flying style to the basketball court. We celebrate the icon with classic graphics over a cool, airy feel and knee-length coverage that helps you stay light on your feet on the court and beyond.",2 495,https://www.nike.com/in/t/dri-fit-starting-5-28cm-basketball-shorts-fSrxn4/DQ5827-010
124,DX0972-412,Nike Dri-FIT,Blue WhisperStyle,Men's Fitness T-Shirt,Our sweat-wicking tee keeps it smooth and comfortable while celebrating the Swoosh with a woven graphic on the chest and an oversized graphic on the back.,1 795,https://www.nike.com/in/t/dri-fit-fitness-t-shirt-S6NBKZ/DX0972-412
125,SX4120-101,Nike Academy,White/BlackStyle,Over-The-Calf Football Socks,"The Nike Academy Socks are designed to keep you comfortable during play with soft, sweat-wicking fabric with arch support.",595,https://www.nike.com/in/t/academy-over-calf-football-socks-3LZwVZ/SX4120-101
126,DX4162-010,Brazil,Dark Grey HeatherStyle,Men's Graphic T-Shirt,"Let everyone know who you back in the casual comfort of the Brazil T-Shirt. Made from soft cotton, its photographic graphic captures the spirit of the national squad to put your team pride on bold display.",1 795,https://www.nike.com/in/t/brazil-graphic-t-shirt-ppBM1s/DX4162-010
127,DO6595-010,Jordan x Zion,BlackStyle,Men's Full-Zip Top,"The Jordan x Zion Top is inspired by Zion's passion for watching anime, combining the utility and look of streetwear with performance materials, for a look you can either play or kick back in. A reflective-design logo lines the sleeve, while the back graphic nods to his go-to show. This product is made from at least 50% recycled polyester fibres.",6 495,https://www.nike.com/in/t/jordan-zion-top-8D8nPd/DO6595-010
128,DN4447-320,Nike Sportswear,Light Army/Ice Silver/White/WhiteStyle,Men's Woven Trousers,The Nike Sportswear Woven Trousers offers a premium look in a lightweight woven fabric ready for warmer weather. An oversized zip pocket and utility details offer a signature Nike look and secure storage for your essentials.,3 995,https://www.nike.com/in/t/sportswear-woven-trousers-R28nRz/DN4447-320
129,DQ1005-824,Nike Sportswear,Light Madder RootStyle,Men's T-Shirt,Expand your wardrobe and perspective in the Nike Sportswear T-Shirt. It offers a comfortable Max90 fit and the graphics are printed with an algae-based ink. This product is made from at least 75% organic cotton fibres.,2 695,https://www.nike.com/in/t/sportswear-t-shirt-NG1lkZ/DQ1005-824
130,DJ9666-609,Liverpool F.C. Academy Pro,Tough Red/WhiteStyle,Men's Nike Football Jacket,"After conquering the basics, take your skills to the next level with the Liverpool F.C. Academy Pro Jacket. A slim fit works together with moisture-wicking fabric to help keep sweat off your skin when your training heats up. This product is made from 100% recycled polyester fibres.",5 495,https://www.nike.com/in/t/liverpool-fc-academy-pro-football-jacket-G06Xt9/DJ9666-609
131,DX9287-679,Korea 2022/23 Stadium Home,Global Red/Pepper Red/BlackStyle,Men's Nike Dri-FIT Football Shirt,"Like other shirts from our Stadium collection, this one pairs replica design details with sweat-wicking fabric to give you a game-ready look inspired by your favourite team.",4 695,https://www.nike.com/in/t/korea-2022-23-stadium-home-dri-fit-football-shirt-ZCVn8J/DX9287-679
132,DV0687-010,Nike ISPA,BlackStyle,Men's Graphic T-Shirt,"Made from heavyweight cotton in a relaxed fit, this Nike ISPA tee feels structured and premium. ISPA graphics on the front and back nod to the ethos",2 495,https://www.nike.com/in/t/ispa-graphic-t-shirt-cZh07n/DV0687-010
133,DQ5185-030,Nike Life,Phantom/BlackStyle,Men's Unlined Chore Coat,This chore coat design is inspired by the workwear worn by those who built the cities and streets we walk in today. Give a nod and pull on this all-purpose coat. It's got you covered.,7 295,https://www.nike.com/in/t/life-unlined-chore-coat-zLhb1W/DQ5185-030
134,DQ6494-010,Nike Dri-FIT Miler Run Division,BlackStyle,Men's Flash Long-Sleeve Running Top,"Cool weather runs are a breeze when you suit up in our sweat-wicking Run Division Top. It's a new spin on the Miler, with a reflective-design city grid graphic that nods to those who hit the pavement as a way to find peace in the daily grind. We made this one with a soft feel that can be worn as an only layer or a base layer.",2 595,https://www.nike.com/in/t/dri-fit-miler-run-division-flash-long-sleeve-running-top-zjS2vT/DQ6494-010
135,DN0723-100,Brazil 2022/23 Stadium Away,White/Paramount Blue/Green SparkStyle,Men's Nike Dri-FIT Football Shorts,"Like other shorts from our Stadium collection, these pair replica design details with sweat-wicking fabric to give you a match-ready look inspired by your favourite team.",2 495,https://www.nike.com/in/t/brazil-2022-23-stadium-away-dri-fit-football-shorts-WtpD2w/DN0723-100
136,DQ5046-639,Nike Dri-FIT F.C.,Hyper Pink/Summit White/BlackStyle,Men's Short-Sleeve Football Shirt,"We looked to the iconic football kits of the 1990s and 2000s for inspiration when creating this sweat-wicking shirt. An all-over chequerboard print sits over a roomy fit with ventilation in key areas so you stay cool on the pitch and beyond. Graphics nod to the biggest tournament in football, where the world comes together to celebrate the beautiful game.",3 595,https://www.nike.com/in/t/dri-fit-fc-short-sleeve-football-shirt-gBRq0g/DQ5046-639
137,DQ4849-326,Nike Therma-FIT ADV A.P.S.,Rough Green/BlackStyle,Men's Fleece Fitness Trousers,"Chilly workouts are just an excuse for more reps when you suit up with the advanced heat-regulating power of A.P.S. Fleece Trousers. Part of the Axis Performance System, they're designed to keep you feeling warm and breathable during cold-weather workouts. Need to layer? Wear them on their own or over your favourite tights.",7 995,https://www.nike.com/in/t/adv-aps-fleece-fitness-trousers-rC3frl/DQ4849-326
138,DH8920-687,Jordan Dri-FIT Sport,Gym Red/BlackStyle,Men's T-Shirt,This sweat-wicking tee flexes from the court to the street. It's made with a relaxed fit that you can move in plus Dri-FIT Technology to keep you fresh.,1 995,https://www.nike.com/in/t/jordan-dri-fit-sport-t-shirt-n3lwwm/DH8920-687
139,CU4490-722,Nike Sportswear Tech Fleece,Elemental Gold/SailStyle,Men's Full-Zip Hoodie,"Ready to rock the warmth and comfort of your favourite weekender hoodie, but need to keep your look clean? This Nike Tech Fleece hoodie strikes the right balance with a lightweight, low-profile design that packs in the heat without adding bulk. You can layer with ease whether you're lounging at home or making your city commute.",6 495,https://www.nike.com/in/t/sportswear-tech-fleece-hoodie-bxk5v8/CU4490-722
140,DQ6546-342,Nike Dri-FIT Run Division Rise 365,Green GlowStyle,Men's Flash Short-Sleeve Running Top,"Lightweight and breathable so every step feels like a breeze, our Rise 365 Top gets geared for your elite miles with reflective-design prints on the front and back. Use it as a base layer with our Run Division Jacket or mid layer to stay warm during the winter months.",3 195,https://www.nike.com/in/t/dri-fit-run-division-rise-365-flash-short-sleeve-running-top-Vd1qcM/DQ6546-342
141,DX3651-126,Nike Sportswear,Sand Drift/Hemp/KumquatStyle,Men's Dri-FIT Shorts,"From music festivals to beach trips, keep the good vibes flowing all year long with a sunny-day essential inspired by classic boardshorts. Lightweight fabric wicks sweat away from your skin to help make staying comfortable on warm days a breeze while secure pockets make these the perfect shorts for when you're on the go. Pair them with the matching top for a playful look that's sure to turn heads.",3 295,https://www.nike.com/in/t/sportswear-dri-fit-shorts-lF9mJW/DX3651-126
142,DQ7368-322,Jordan Essentials,New EmeraldStyle,Men's Printed T-Shirt,"Bring the energy in this vivid tee. The jagged-edge all-over print gives a visual upgrade to lightweight, premium cotton in a relaxed fit.",2 195,https://www.nike.com/in/t/jordan-essentials-printed-t-shirt-pTcRk2/DQ7368-322
143,DA2123-010,Nike Everyday Crew,Black/WhiteStyle,Basketball Socks (3 Pairs),"Power through your game in the Nike Everyday Cushioned Socks. Underfoot cushioning provides comfort on the court, while a ribbed arch band wraps your midfoot for a supportive feel.",1 095,https://www.nike.com/in/t/everyday-crew-basketball-socks-t6mW9X/DA2123-010
144,DQ4727-242,Nike Challenger,Hazel Rush/Hazel RushStyle,Men's 18cm (approx.) Brief-Lined Camo Running Shorts,"Stretch your legs on the road to a better you. Our Challenger Shorts keep you moving freely and feeling good with soft, breathable fabric. For these, we added an all-over, brushed DPM (disruptive pattern material) camo print inspired by gear worn by the British Armed Forces from the 1960s to 2016.",2 495,https://www.nike.com/in/t/challenger-18cm-brief-lined-camo-running-shorts-6Kp3Pl/DQ4727-242
145,DZ7267-638,Nike SB,Dark Beetroot/White/SesameStyle,Men's Long-Sleeve Top,"Inspired by vintage rugby polos, this long-sleeve layer transforms a timeless silhouette into a comfortable everyday staple. A fold-down collar and 3-button placket add a classic element while collegiate-inspired branding brings a touch of sporty style. What will you pair it with?",3 695,https://www.nike.com/in/t/sb-long-sleeve-top-7x0fSW/DZ7267-638
146,DQ7317-050,Nike SB,Grey Heather/WhiteStyle,Fleece Skate Hoodie,Stay warm and look your best in this premium skate hoodie. Dropped shoulders and a roomy fit let you layer up and flow freely on and off your board. An embroidered Nike script graphic on the chest cleans up the finish.,5 495,https://www.nike.com/in/t/sb-fleece-skate-hoodie-1zd2hq/DQ7317-050
147,DQ5827-010,Nike Dri-FIT Starting 5,Black/Dark Smoke Grey/White/WhiteStyle,Men's 28cm (approx.) Basketball Shorts,"Our Starting 5 Shorts are a nod to 40 years of Nike Force bringing high-flying style to the basketball court. We celebrate the icon with classic graphics over a cool, airy feel and knee-length coverage that helps you stay light on your feet on the court and beyond.",2 495,https://www.nike.com/in/t/dri-fit-starting-5-28cm-basketball-shorts-fSrxn4/DQ5827-010
148,DX0972-412,Nike Dri-FIT,Blue WhisperStyle,Men's Fitness T-Shirt,Our sweat-wicking tee keeps it smooth and comfortable while celebrating the Swoosh with a woven graphic on the chest and an oversized graphic on the back.,1 795,https://www.nike.com/in/t/dri-fit-fitness-t-shirt-S6NBKZ/DX0972-412
149,SX4120-101,Nike Academy,White/BlackStyle,Over-The-Calf Football Socks,"The Nike Academy Socks are designed to keep you comfortable during play with soft, sweat-wicking fabric with arch support.",595,https://www.nike.com/in/t/academy-over-calf-football-socks-3LZwVZ/SX4120-101
150,DX4162-010,Brazil,Dark Grey HeatherStyle,Men's Graphic T-Shirt,"Let everyone know who you back in the casual comfort of the Brazil T-Shirt. Made from soft cotton, its photographic graphic captures the spirit of the national squad to put your team pride on bold display.",1 795,https://www.nike.com/in/t/brazil-graphic-t-shirt-ppBM1s/DX4162-010
151,DO6595-010,Jordan x Zion,BlackStyle,Men's Full-Zip Top,"The Jordan x Zion Top is inspired by Zion's passion for watching anime, combining the utility and look of streetwear with performance materials, for a look you can either play or kick back in. A reflective-design logo lines the sleeve, while the back graphic nods to his go-to show. This product is made from at least 50% recycled polyester fibres.",6 495,https://www.nike.com/in/t/jordan-zion-top-8D8nPd/DO6595-010
152,DN4447-320,Nike Sportswear,Light Army/Ice Silver/White/WhiteStyle,Men's Woven Trousers,The Nike Sportswear Woven Trousers offers a premium look in a lightweight woven fabric ready for warmer weather. An oversized zip pocket and utility details offer a signature Nike look and secure storage for your essentials.,3 995,https://www.nike.com/in/t/sportswear-woven-trousers-R28nRz/DN4447-320
153,DQ1005-824,Nike Sportswear,Light Madder RootStyle,Men's T-Shirt,Expand your wardrobe and perspective in the Nike Sportswear T-Shirt. It offers a comfortable Max90 fit and the graphics are printed with an algae-based ink. This product is made from at least 75% organic cotton fibres.,2 695,https://www.nike.com/in/t/sportswear-t-shirt-NG1lkZ/DQ1005-824
154,DJ9666-609,Liverpool F.C. Academy Pro,Tough Red/WhiteStyle,Men's Nike Football Jacket,"After conquering the basics, take your skills to the next level with the Liverpool F.C. Academy Pro Jacket. A slim fit works together with moisture-wicking fabric to help keep sweat off your skin when your training heats up. This product is made from 100% recycled polyester fibres.",5 495,https://www.nike.com/in/t/liverpool-fc-academy-pro-football-jacket-G06Xt9/DJ9666-609
155,DX9287-679,Korea 2022/23 Stadium Home,Global Red/Pepper Red/BlackStyle,Men's Nike Dri-FIT Football Shirt,"Like other shirts from our Stadium collection, this one pairs replica design details with sweat-wicking fabric to give you a game-ready look inspired by your favourite team.",4 695,https://www.nike.com/in/t/korea-2022-23-stadium-home-dri-fit-football-shirt-ZCVn8J/DX9287-679
156,DV0687-010,Nike ISPA,BlackStyle,Men's Graphic T-Shirt,"Made from heavyweight cotton in a relaxed fit, this Nike ISPA tee feels structured and premium. ISPA graphics on the front and back nod to the ethos",2 495,https://www.nike.com/in/t/ispa-graphic-t-shirt-cZh07n/DV0687-010
157,DQ5185-030,Nike Life,Phantom/BlackStyle,Men's Unlined Chore Coat,This chore coat design is inspired by the workwear worn by those who built the cities and streets we walk in today. Give a nod and pull on this all-purpose coat. It's got you covered.,7 295,https://www.nike.com/in/t/life-unlined-chore-coat-zLhb1W/DQ5185-030
158,DQ6494-010,Nike Dri-FIT Miler Run Division,BlackStyle,Men's Flash Long-Sleeve Running Top,"Cool weather runs are a breeze when you suit up in our sweat-wicking Run Division Top. It's a new spin on the Miler, with a reflective-design city grid graphic that nods to those who hit the pavement as a way to find peace in the daily grind. We made this one with a soft feel that can be worn as an only layer or a base layer.",2 595,https://www.nike.com/in/t/dri-fit-miler-run-division-flash-long-sleeve-running-top-zjS2vT/DQ6494-010
159,DN0723-100,Brazil 2022/23 Stadium Away,White/Paramount Blue/Green SparkStyle,Men's Nike Dri-FIT Football Shorts,"Like other shorts from our Stadium collection, these pair replica design details with sweat-wicking fabric to give you a match-ready look inspired by your favourite team.",2 495,https://www.nike.com/in/t/brazil-2022-23-stadium-away-dri-fit-football-shorts-WtpD2w/DN0723-100
160,DQ5046-639,Nike Dri-FIT F.C.,Hyper Pink/Summit White/BlackStyle,Men's Short-Sleeve Football Shirt,"We looked to the iconic football kits of the 1990s and 2000s for inspiration when creating this sweat-wicking shirt. An all-over chequerboard print sits over a roomy fit with ventilation in key areas so you stay cool on the pitch and beyond. Graphics nod to the biggest tournament in football, where the world comes together to celebrate the beautiful game.",3 595,https://www.nike.com/in/t/dri-fit-fc-short-sleeve-football-shirt-gBRq0g/DQ5046-639
161,DQ4849-326,Nike Therma-FIT ADV A.P.S.,Rough Green/BlackStyle,Men's Fleece Fitness Trousers,"Chilly workouts are just an excuse for more reps when you suit up with the advanced heat-regulating power of A.P.S. Fleece Trousers. Part of the Axis Performance System, they're designed to keep you feeling warm and breathable during cold-weather workouts. Need to layer? Wear them on their own or over your favourite tights.",7 995,https://www.nike.com/in/t/adv-aps-fleece-fitness-trousers-rC3frl/DQ4849-326
162,DH8920-687,Jordan Dri-FIT Sport,Gym Red/BlackStyle,Men's T-Shirt,This sweat-wicking tee flexes from the court to the street. It's made with a relaxed fit that you can move in plus Dri-FIT Technology to keep you fresh.,1 995,https://www.nike.com/in/t/jordan-dri-fit-sport-t-shirt-n3lwwm/DH8920-687
163,CU4490-722,Nike Sportswear Tech Fleece,Elemental Gold/SailStyle,Men's Full-Zip Hoodie,"Ready to rock the warmth and comfort of your favourite weekender hoodie, but need to keep your look clean? This Nike Tech Fleece hoodie strikes the right balance with a lightweight, low-profile design that packs in the heat without adding bulk. You can layer with ease whether you're lounging at home or making your city commute.",6 495,https://www.nike.com/in/t/sportswear-tech-fleece-hoodie-bxk5v8/CU4490-722
164,DQ6546-342,Nike Dri-FIT Run Division Rise 365,Green GlowStyle,Men's Flash Short-Sleeve Running Top,"Lightweight and breathable so every step feels like a breeze, our Rise 365 Top gets geared for your elite miles with reflective-design prints on the front and back. Use it as a base layer with our Run Division Jacket or mid layer to stay warm during the winter months.",3 195,https://www.nike.com/in/t/dri-fit-run-division-rise-365-flash-short-sleeve-running-top-Vd1qcM/DQ6546-342
165,DX3651-126,Nike Sportswear,Sand Drift/Hemp/KumquatStyle,Men's Dri-FIT Shorts,"From music festivals to beach trips, keep the good vibes flowing all year long with a sunny-day essential inspired by classic boardshorts. Lightweight fabric wicks sweat away from your skin to help make staying comfortable on warm days a breeze while secure pockets make these the perfect shorts for when you're on the go. Pair them with the matching top for a playful look that's sure to turn heads.",3 295,https://www.nike.com/in/t/sportswear-dri-fit-shorts-lF9mJW/DX3651-126
166,DQ7368-322,Jordan Essentials,New EmeraldStyle,Men's Printed T-Shirt,"Bring the energy in this vivid tee. The jagged-edge all-over print gives a visual upgrade to lightweight, premium cotton in a relaxed fit.",2 195,https://www.nike.com/in/t/jordan-essentials-printed-t-shirt-pTcRk2/DQ7368-322
167,DA2123-010,Nike Everyday Crew,Black/WhiteStyle,Basketball Socks (3 Pairs),"Power through your game in the Nike Everyday Cushioned Socks. Underfoot cushioning provides comfort on the court, while a ribbed arch band wraps your midfoot for a supportive feel.",1 095,https://www.nike.com/in/t/everyday-crew-basketball-socks-t6mW9X/DA2123-010
168,CU5513-010,Nike Phenom Elite,Black/BlackStyle,Men's Woven Running Trousers,"The Nike Phenom Elite Trousers are made from stretchy, lightweight fabric. This version provides a more refined and freeing fit than its predecessors, giving you a slim feel throughout the leg that tapers towards the ankle. This product is made from at least 50% recycled polyester fibres.",4 295,https://www.nike.com/in/t/phenom-elite-woven-running-trousers-rgtqhP/CU5513-010
169,DN2345-100,Nike Dri-FIT Victory,White/BlackStyle,Men's Long-Sleeve Golf Polo,"When it's just the green between you and par, you want to keep your cool as you go for the win. That's why our Victory Polo keeps you covered in breathable, sweat-wicking comfort, so you focus less on feeling the heat and more on your follow-through. This one has long sleeves for a hint of warmth when you've got an early morning tee time.",2 895,https://www.nike.com/in/t/dri-fit-victory-long-sleeve-golf-polo-DL65BK/DN2345-100
170,DQ7320-010,Jordan Dri-FIT Sport Air,Black/Black/Dark Smoke GreyStyle,Men's Statement Trousers,"Fly for hanging, fly for hooping. These trousers have a relaxed fit that tapers at the ankle, perfect for showing off your kicks. Double-knit fabric feels smooth against your skin while sweat-wicking Dri-FIT Technology ups the versatility. Make this your go-to pair for everything from workouts to hangouts.",4 495,https://www.nike.com/in/t/jordan-dri-fit-sport-air-statement-trousers-MkT23N/DQ7320-010
171,DV5957-063,Milwaukee Bucks City Edition,Dark Grey HeatherStyle,Men's Nike NBA Logo T-Shirt,"Rep your squad in the casual comfort of this Nike NBA City Edition T-shirt. A proud Milwaukee Bucks logo shows your team loyalty, and soft fabric in a relaxed fit feels soft against your skin.",1 795,https://www.nike.com/in/t/milwaukee-bucks-city-edition-nba-logo-t-shirt-kvrHfT/DV5957-063
172,DQ4817-010,Nike Dri-FIT ADV A.P.S.,Black/Iron GreyStyle,Men's Fitness Shorts,"Your workouts are an important part of your routine. That's why we made the Axis Performance System (A.P.S.) Shorts to be worn at any time, so you're ready for that high-intensity training at a moment's notice. They're stretchy and breathable so you can get through your reps with ease. Need to go for a quick swim? We added holes in the pockets to help water drain out if you're in the mood for some laps in the pool.",5 195,https://www.nike.com/in/t/dri-fit-adv-aps-fitness-shorts-qFzczx/DQ4817-010
173,DR5265-378,Nike ACG Storm-FIT ADV 'Cascade Rains',Pilgrim/Medium Olive/Matte Olive/Gold SuedeStyle,Men's Full-Zip Shell Jacket,"The Cascade Mountain Range ensures that the western part of the Pacific Northwest gets a lot of rain. That rain is what makes our climate so beautiful, but it also can make being in that environment difficult. We've created Storm-FIT ADV tech to keep you dry and comfortable through it all. The jacket is entirely seam-sealed and paired with water-resistant zips to keep the rain from leaking in. That way, you can enjoy your time exploring the wilderness no matter what the weather throws your way.",9 995,https://www.nike.com/in/t/acg-adv-cascade-rains-shell-jacket-QGwXnF/DR5265-378
174,DM4742-010,Nike Dri-FIT Stride,Black/BlackStyle,"Men's 7"" (18cm approx.) Unlined Running Shorts",The Nike Dri-FIT Stride Shorts have a lightweight feel designed for unrestricted movement. They're smooth to the touch—made from at least 75% recycled polyester fibres—with extra breathability at the upper back. Need to take a phone along? They've got a pocket at the back geared just for your device. There's even gusseted side pockets that help keep your keys or card from falling out.,2 895,https://www.nike.com/in/t/dri-fit-stride-18cm-running-shorts-XrSxQl/DM4742-010
175,DR1444-721,Jordan x Zion,Lemon WashStyle,Men's Long-Sleeve T-Shirt,Zion is a super-fan of anime and now you can rep his passion on the Jordan x Zion T-Shirt. Jordan elements merge with the world of anime on heavyweight cotton that's perfect for everything from workouts to hangouts.,2 895,https://www.nike.com/in/t/jordan-zion-long-sleeve-t-shirt-BRDnfX/DR1444-721
176,DX3638-126,Nike Sportswear,Sand Drift/Hemp/KumquatStyle,Men's Dri-FIT Top,"From music festivals to beach trips, keep the sunny vibes flowing all year long with this breathable button-down shirt. A loose fit and sweat-wicking fabric help keep you rooted in breezy comfort and style. Pair it with the matching shorts for a playful look that's sure to turn heads.",4 495,https://www.nike.com/in/t/sportswear-dri-fit-top-S7fNsX/DX3638-126
177,DM1430-010,Jordan Dri-FIT Sport,Black/White/WhiteStyle,Men's Graphic T-Shirt,"Made from softly knit fabric with Dri-FIT sweat-wicking technology, this tee is a wardrobe staple. Graphics nod to Michael Jordan's famed ""Breakfast Club"" workouts and shout out some of his favourite outdoor basketball courts around the globe.",2 195,https://www.nike.com/in/t/jordan-dri-fit-sport-graphic-t-shirt-VgHN8w/DM1430-010
178,DJ0384-490,Brazil,Coastal BlueStyle,Men's Nike Voice T-Shirt,Keep your squad close to your heart in the Brazil Voice T-Shirt. Proud graphics on soft knit fabric help you stay comfortable as you cheer on the national team.,1 595,https://www.nike.com/in/t/brazil-voice-t-shirt-ZfkTxX/DJ0384-490
179,DX0974-121,Nike Dri-FIT Legend,Summit WhiteStyle,Men's Sleeveless Fitness T-Shirt,"A sweat-wicking legend returns with a new look and feel. It's soft in all the right ways, with a more relaxed fit than previous versions so you can move through your reps without missing a beat.",1 795,https://www.nike.com/in/t/dri-fit-legend-sleeveless-fitness-t-shirt-36SPM0/DX0974-121
180,CV2544-100,NikeCourt Dri-FIT Victory,White/BlackStyle,"Men's 9"" (23cm approx.) Tennis Shorts",Own the court in the NikeCourt Dri-FIT Victory Shorts. Stretchy fabric moves with your body while the mesh-lined pockets reduce bulk and keep the design super lightweight.,2 395,https://www.nike.com/in/t/nikecourt-dri-fit-victory-23cm-tennis-shorts-VcGQd1/CV2544-100
181,DN2715-101,Liverpool F.C. 2022/23 Stadium Away,White/BlackStyle,Men's Nike Dri-FIT Football Shirt,"Like other shirts from our Stadium collection, this one pairs replica design details with sweat-wicking fabric to give you a game-ready look inspired by your favourite team.",4 695,https://www.nike.com/in/t/liverpool-fc-2022-23-stadium-away-dri-fit-football-shirt-59plqH/DN2715-101
182,DX0966-121,Nike Dri-FIT D.Y.E.,Summit WhiteStyle,Men's Fitness T-Shirt,"This sweat-wicking tee has graphics celebrating your mind on exercise. Every rep releases endorphins, helping to put you in a better state of mind.",1 795,https://www.nike.com/in/t/dri-fit-dye-fitness-t-shirt-5KR3sp/DX0966-121
183,DR6304-100,Milwaukee Bucks Courtside Max 90,WhiteStyle,Men's Nike NBA T-Shirt,"Show your hoops allegiance in this loose-fitting Milwaukee Bucks T-shirt. Soft knit fabric with a proud team print front and centre lets everyone know who your squad is, whether you're courtside or streetside.",1 795,https://www.nike.com/in/t/milwaukee-bucks-courtside-max-90-nba-t-shirt-ZL1nw9/DR6304-100
184,DX9632-902,Jordan,Multi-ColourStyle,Everyday Crew Socks (3 pairs),"Your go-to, everyday, soft and reliable socks. Sweat-wicking technology keeps your feet cool and dry while a snug arch band feels supportive.",1 295,https://www.nike.com/in/t/jordan-everyday-crew-socks-l9lmDn/DX9632-902
185,DZ4697-010,Nike Sportswear Somos Familia,Black/Solar FlareStyle,Men's T-Shirt,"Show your love for family in this classic-fit tee from our ""Somos Familia"" collection. Made from super-soft cotton, its earthy tones easily slip into your everyday wardrobe.",2 195,https://www.nike.com/in/t/sportswear-somos-familia-t-shirt-qtJFxr/DZ4697-010
186,DQ6492-010,Nike Dri-FIT UV Miler Run Division,BlackStyle,Men's Short-Sleeve Graphic Running Top,"Our sweat-wicking Miler Top gets the Run Division treatment with a city-grid graphic and plenty of reflective design features. It also has a UV treatment to help protect you from the sun in areas covered by the garment. Plus, it's cool and breathable, with a relaxed, easy fit that won't slow you down.",2 495,https://www.nike.com/in/t/dri-fit-uv-miler-run-division-short-sleeve-graphic-running-top-bRstbr/DQ6492-010
187,DM1840-452,F.C. Barcelona 2022/23 Stadium Home,Obsidian/SesameStyle,Men's Nike Dri-FIT Football Shirt,"Like other shirts from our Stadium collection, this one pairs replica design details with sweat-wicking technology to give you a game-ready look inspired by your favourite team. This product is made from 100% recycled polyester fibres.",4 695,https://www.nike.com/in/t/fc-barcelona-2022-23-stadium-home-dri-fit-football-shirt-HFV375/DM1840-452
188,SX7625-013,Nike Elite Mid,Black/White/WhiteStyle,Basketball Socks,The Nike Elite Mid Basketball Socks have an arch band to give you a supportive fit and feel. Targeted cushioning provides padding where your feet touch the ground.,595,https://www.nike.com/in/t/elite-mid-basketball-socks-vhKxF5/SX7625-013
189,AR5007-011,Nike Sportswear JDI,Black/WhiteStyle,Men's T-Shirt,"The Nike Sportswear JDI T-Shirt sets you up with soft jersey fabric and a ""Just Do It."" logo across the chest.",1 495,https://www.nike.com/in/t/sportswear-jdi-t-shirt-fWxmBB/AR5007-011
190,DM6284-010,Nike Dri-FIT Legend,BlackStyle,Men's Graphic Training T-Shirt,"Commit to the grind and flex hard in the Nike Legend T-Shirt. Made with soft, lightweight jersey fabric, it feels silky smooth on your skin and wicks sweat to keep you dry.",1 795,https://www.nike.com/in/t/dri-fit-legend-graphic-training-t-shirt-4Hxc0R/DM6284-010
